ID,YEAR,AGE,SEX,DEGREE,REGION,PersIncomeAdj,MARITAL,EDUC,CLASS_,BORN,PRESTG10,SEI10,FINRELA,SATFIN,UNEMP,JOBLOSE,JobFind
8239,1977,36,1,3,4,82406.3207,1,16,2,2,65,85.2,3,2,2,4,3
8240,1977,28,1,4,4,118730.291,3,20,3,2,43,55.1,5,1,2,4,2
8241,1977,28,1,1,4,82406.3207,1,12,2,1,35,32,3,1,2,4,3
8243,1977,48,1,0,3,67578.78204,1,10,2,1,35,24,2,2,1,2,3
8246,1977,55,2,2,1,59282.60543,3,14,3,1,38,43,4,2,2,4,2
8255,1977,38,2,1,3,32419.6184,1,12,3,1,47,38.8,3,2,2,4,1
8263,1977,27,1,1,4,67578.78204,5,14,3,1,35,26.8,4,1,2,4,3
8264,1977,44,1,0,4,82406.3207,1,8,2,1,28,25.2,3,1,2,4,2
8265,1977,48,2,1,4,27415.44908,1,12,2,1,50,46.5,4,2,1,2,3
8269,1977,41,1,0,4,92314.67593,1,9,2,1,35,24,3,2,2,3,1
8270,1977,38,2,1,4,9913.354401,1,12,3,1,48,51.5,3,2,1,1,2
8271,1977,56,1,3,4,106232.3656,1,18,3,1,71,88.7,4,3,2,4,2
8272,1977,51,1,1,4,92314.67593,1,11,2,1,50,57.4,4,1,2,4,3
8273,1977,33,2,1,4,9913.354401,1,12,2,1,31,39.7,4,3,2,4,3
8276,1977,38,2,4,4,22511.26317,2,18,2,1,64,82.5,2,2,2,2,1
8277,1977,40,2,1,4,56185.67328,3,15,3,1,21,32.6,3,2,2,3,1
8278,1977,50,1,1,4,27415.44908,4,12,4,1,43,52.4,3,2,1,3,3
8280,1977,23,1,1,4,56185.67328,5,13,3,1,47,47.9,3,1,2,4,1
8281,1977,41,2,1,4,56185.67328,5,12,2,1,47,38.8,3,1,2,4,2
8282,1977,39,2,1,4,27415.44908,3,12,2,1,32,35.8,2,2,1,3,3
8283,1977,56,1,0,5,28582.70506,5,11,2,1,29,29.5,2,3,1,3,3
8285,1977,23,1,3,5,18226.42589,5,16,2,1,61,80.9,3,2,2,4,1
8287,1977,59,1,1,5,187434.5805,1,12,2,1,50,46.5,4,2,2,4,3
8290,1977,25,1,1,1,59282.60543,1,13,2,1,47,62.7,3,2,2,2,3
8291,1977,50,1,0,5,70456.05526,1,11,3,1,43,52.4,3,2,2,4,3
8293,1977,39,2,1,5,39126.61687,1,12,2,1,40,41.8,4,2,2,2,1
8294,1977,41,1,1,5,58577.86692,3,9,2,1,26,31.3,2,1,1,4,3
8296,1977,37,2,1,5,58577.86692,1,15,2,1,47,38.8,3,3,1,3,3
8300,1977,54,1,4,5,110755.3761,1,20,4,2,61,80.9,5,2,2,4,2
8304,1977,40,1,4,5,70456.05526,5,18,3,1,64,82.5,4,1,2,4,2
8306,1977,48,1,1,5,551853.646,1,12,3,1,53,59.1,4,1,2,4,3
8308,1977,22,2,1,5,18226.42589,1,13,2,1,31,31.9,3,2,1,4,3
8310,1977,23,2,1,5,23469.7157,1,14,2,1,46,52,3,2,2,2,2
8312,1977,37,1,0,1,59282.60543,1,8,1,2,32,26.2,2,1,2,4,3
8313,1977,28,2,1,5,46939.4314,1,13,2,1,37,35.1,3,3,1,4,2
8315,1977,24,2,3,5,46939.4314,1,16,3,1,61,60.5,3,2,1,4,2
8317,1977,27,1,1,5,58577.86692,5,16,2,1,30,29.6,3,2,2,3,2
8320,1977,37,2,1,5,23469.7157,5,13,2,1,32,13.2,3,1,1,3,2
8327,1977,37,2,1,5,2262.015681,1,12,2,2,53,41.1,3,1,2,3,2
8328,1977,55,1,1,5,46939.4314,1,12,2,1,48,57.5,3,1,2,4,1
8330,1977,21,2,1,5,23469.7157,1,12,3,2,39,20.8,3,2,2,3,2
8332,1977,56,2,1,5,10335.4311,1,13,2,1,45,38.3,3,2,2,3,1
8333,1977,20,1,2,5,18226.42589,5,14,3,1,28,21.6,3,2,2,4,2
8335,1977,20,2,1,1,28926.57783,5,12,2,1,25,23.8,3,2,1,4,1
8336,1977,35,2,1,5,46939.4314,1,12,2,1,47,38.8,3,1,2,3,2
8337,1977,51,2,1,5,33799.93478,1,12,2,1,64,84.2,3,1,2,4,1
8338,1977,35,1,1,5,85914.89975,1,12,2,1,35,32,3,2,1,4,1
8342,1977,45,2,1,6,46939.4314,1,12,3,1,47,38.8,3,2,2,4,2
8343,1977,27,2,1,6,18226.42589,1,12,2,1,28,21.6,3,2,2,4,3
8344,1977,26,2,1,6,2262.015681,1,12,2,1,46,52,2,3,1,4,2
8347,1977,33,1,3,6,70456.05526,1,16,2,1,73,85.8,3,2,2,4,2
8352,1977,55,1,3,6,58577.86692,1,16,3,1,49,53.9,3,2,1,4,3
8353,1977,39,2,1,6,39126.61687,1,12,2,1,47,38.8,3,3,2,2,3
8354,1977,42,2,1,6,46939.4314,3,12,2,1,45,38.3,3,2,2,3,3
8356,1977,54,2,0,6,70456.05526,3,14,3,1,44,56.8,4,1,2,3,2
8357,1977,62,1,0,1,59282.60543,1,9,3,1,35,32,3,1,2,4,1
8362,1977,44,1,0,6,96245.11883,1,9,2,1,35,26.8,3,2,2,3,3
8366,1977,54,2,0,7,33799.93478,4,6,2,1,25,12.6,3,3,2,4,3
8368,1977,41,2,1,1,59282.60543,5,12,2,1,47,38.8,3,2,1,4,2
8369,1977,22,1,0,7,58577.86692,1,9,2,1,42,31,4,2,2,1,2
8370,1977,42,2,3,7,58577.86692,1,16,3,1,61,80.9,3,2,2,4,2
8371,1977,29,1,0,7,46939.4314,4,9,2,1,40,41.6,3,3,1,3,2
8372,1977,38,1,0,7,2262.015681,1,9,2,1,28,25.2,2,2,2,2,1
8373,1977,32,2,1,7,58577.86692,2,12,3,1,47,38.8,2,3,1,1,1
8376,1977,53,1,1,7,96245.11883,1,12,2,1,48,54.3,3,1,2,4,3
8377,1977,53,1,1,7,58577.86692,1,12,2,1,40,45.1,3,2,1,3,3
8378,1977,39,1,1,7,58577.86692,1,12,2,1,48,54.3,2,2,2,4,2
8379,1977,56,2,1,2,59282.60543,1,12,3,1,32,35.8,3,1,2,2,3
8380,1977,37,1,1,7,58577.86692,3,14,3,1,66,62.6,2,1,2,4,1
8381,1977,36,1,0,7,70456.05526,1,11,2,1,35,32,2,2,1,4,1
8385,1977,26,1,0,7,33799.93478,1,12,2,1,29,39.5,1,3,1,4,3
8387,1977,59,1,0,7,70456.05526,1,8,4,1,38,43,5,1,2,3,3
8388,1977,57,1,1,7,46939.4314,5,12,3,1,46,61.4,2,3,2,2,2
8389,1977,21,2,0,7,18226.42589,1,11,3,1,31,19.6,3,3,1,2,1
8390,1977,59,1,3,2,189689.5682,1,16,3,1,60,76.3,4,1,2,4,3
8392,1977,36,2,1,7,58577.86692,1,12,2,1,46,59.8,4,2,2,4,2
8394,1977,19,1,1,7,33799.93478,5,12,2,1,42,35.3,2,2,2,3,2
8395,1977,62,2,1,7,46939.4314,2,12,2,1,27,23.3,3,2,2,3,3
8396,1977,26,1,1,7,58577.86692,1,13,2,1,43,36.2,3,3,2,3,3
8397,1977,26,2,1,7,46939.4314,2,12,2,1,31,19.6,2,3,2,3,2
8398,1977,23,1,1,7,70456.05526,5,14,2,1,28,23.2,3,1,2,4,2
8399,1977,28,2,1,7,46939.4314,4,14,2,1,45,38.3,3,1,1,4,1
8402,1977,30,2,0,7,18226.42589,3,10,2,1,31,12.4,1,2,2,1,2
8403,1977,27,2,1,7,33799.93478,5,10,2,1,36,24.6,3,1,2,4,1
8404,1977,26,2,1,7,18226.42589,4,12,2,1,60,76.3,3,2,1,3,1
8405,1977,22,2,1,7,2262.015681,5,14,2,1,28,21.6,1,2,1,4,3
8406,1977,25,1,0,7,2262.015681,5,13,2,1,27,19.7,3,3,1,3,3
8407,1977,26,2,1,7,28582.70506,4,12,2,1,25,23.8,3,3,2,4,3
8409,1977,52,2,1,7,70456.05526,3,12,2,1,40,45.1,3,2,2,4,1
8410,1977,75,1,4,7,187434.5805,1,20,4,1,80,92.8,4,1,2,4,1
8411,1977,31,2,1,7,46939.4314,1,14,3,1,47,38.8,4,1,2,4,1
8412,1977,34,1,0,2,59282.60543,1,11,2,1,32,24.1,3,2,2,4,3
8419,1977,71,1,0,7,10335.4311,2,4,1,1,37,18.6,1,3,2,3,3
8420,1977,58,1,0,7,18226.42589,1,4,3,1,46,39.9,4,1,2,3,3
8421,1977,48,2,0,7,28582.70506,2,8,3,1,35,25,3,2,1,4,3
8422,1977,54,2,1,7,46939.4314,1,12,3,1,45,38.3,4,1,2,4,2
8425,1977,45,1,1,8,64519.25909,1,12,2,1,49,46,3,1,1,4,3
8426,1977,37,1,4,8,94629.01209,1,17,3,1,74,84.5,4,1,1,4,1
8427,1977,23,2,3,8,25850.18451,5,16,3,1,61,80.9,3,3,1,4,3
8428,1977,37,1,3,8,206445.5553,1,18,4,1,63,84.3,5,1,2,4,1
8431,1977,41,2,3,8,51700.36902,1,18,3,1,48,36.9,3,2,2,4,1
8435,1977,39,2,0,2,47504.15024,4,10,1,1,22,14.8,3,2,1,3,3
8436,1977,25,2,1,8,11383.72549,1,12,2,1,40,33.4,2,3,2,4,1
8437,1977,42,1,1,8,77602.21945,1,10,2,1,63,63.1,4,3,2,4,2
8439,1977,41,2,1,8,25850.18451,1,12,2,1,48,24.2,3,2,1,4,2
8440,1977,33,1,1,8,51700.36902,1,12,2,1,63,63.1,3,2,2,3,2
8441,1977,29,2,1,8,43095.12216,1,13,3,1,39,20.8,3,1,1,4,1
8442,1977,34,1,1,8,51700.36902,1,12,2,1,62,50.4,3,3,2,4,3
8443,1977,32,2,3,8,64519.25909,1,16,2,1,61,80.9,3,2,2,4,3
8444,1977,38,2,3,8,2491.44572,1,16,3,1,38,59.1,3,1,2,4,1
8448,1977,54,1,1,8,106006.9969,3,13,4,1,65,59.4,4,1,2,4,2
8450,1977,35,2,1,8,31481.77034,1,12,2,1,40,41.8,2,2,1,3,2
8451,1977,30,2,1,8,121988.9897,5,12,4,1,36,24.6,4,1,2,4,1
8452,1977,21,2,1,9,43095.12216,5,12,2,1,47,38.8,3,2,1,3,2
8453,1977,45,1,1,9,121988.9897,1,15,2,1,73,84,4,2,2,4,2
8454,1977,60,2,0,9,20075.08222,1,12,2,1,31,19.6,3,1,2,4,1
8456,1977,28,1,0,9,37228.16934,1,11,2,1,34,34.7,2,3,1,4,1
8457,1977,54,1,1,9,136340.6356,1,12,3,1,45,62,4,3,2,4,3
8458,1977,53,2,0,9,31481.77034,1,11,2,1,48,24.2,2,3,1,4,3
8460,1977,48,2,1,9,77602.21945,1,12,3,1,47,38.8,3,1,2,4,3
8462,1977,55,2,1,9,64519.25909,1,11,3,2,47,38.8,4,2,2,4,1
8464,1977,24,1,1,9,64519.25909,5,13,2,1,35,23.7,3,2,1,4,1
8466,1977,34,2,1,9,77602.21945,1,14,3,1,65,80.7,4,1,2,3,2
8467,1977,26,1,1,2,18445.70435,5,13,2,1,41,54.6,1,3,1,1,1
8469,1977,46,1,1,9,121988.9897,4,12,2,1,49,46,3,2,2,4,1
8470,1977,33,1,1,9,106006.9969,3,12,2,1,49,46,3,2,1,2,3
8471,1977,50,1,3,9,51700.36902,1,16,3,2,38,43,2,2,2,4,3
8472,1977,32,1,1,9,77602.21945,1,14,2,2,25,36.4,3,3,2,4,2
8473,1977,33,2,1,9,106006.9969,1,12,2,2,33,44.9,4,1,2,4,2
8476,1977,46,1,1,9,607826.6458,4,12,3,1,31,39.7,4,2,2,4,3
8477,1977,39,1,1,9,106006.9969,3,12,2,1,46,51.9,3,1,2,4,1
8478,1977,60,2,0,2,39597.34131,2,12,3,2,45,38.3,2,1,2,4,3
8479,1977,22,2,1,9,51700.36902,4,14,3,1,47,38.8,4,1,2,3,1
8480,1977,42,1,1,9,77602.21945,1,13,3,1,35,32,3,2,2,2,3
8481,1977,37,1,4,9,206445.5553,4,18,3,1,74,84.5,4,1,2,4,3
8482,1977,29,1,1,9,106006.9969,1,14,3,1,44,28.7,4,1,2,4,1
8484,1977,30,1,1,9,94629.01209,1,14,2,1,28,21.6,3,1,2,4,1
8486,1977,45,1,1,9,64519.25909,1,12,2,1,44,28.7,3,1,1,1,3
8487,1977,27,1,1,9,64519.25909,5,13,3,1,39,38.1,2,2,1,1,3
8492,1977,33,1,4,9,121988.9897,1,19,3,1,66,92,4,2,2,3,2
8493,1977,49,1,4,9,121988.9897,3,20,2,1,64,82.5,2,1,2,4,3
8494,1977,25,1,2,9,31481.77034,5,14,2,1,34,34.7,3,3,1,4,2
8496,1977,31,1,2,9,77602.21945,1,14,2,1,40,41.6,4,1,1,4,2
8497,1977,28,2,2,9,43095.12216,3,14,1,1,37,35.1,3,2,1,1,2
8501,1977,34,2,1,9,77602.21945,1,12,3,2,36,24.6,3,2,2,4,1
8506,1977,50,1,1,9,20075.08222,2,12,3,1,42,50.3,2,3,2,4,3
8508,1977,64,1,0,9,31481.77034,1,8,2,1,44,28.7,3,2,1,3,2
8509,1977,39,2,0,9,11383.72549,2,13,2,2,49,56.9,3,2,2,4,1
8511,1977,49,1,0,2,28926.57783,5,11,2,2,36,21.5,3,2,2,4,1
8514,1977,24,1,1,9,25850.18451,5,12,2,1,28,25.2,2,3,1,3,1
8516,1977,49,1,0,9,121988.9897,4,8,2,1,45,62,3,1,2,4,1
8518,1977,50,2,0,9,11383.72549,1,10,3,1,36,24.6,4,1,1,3,2
8520,1977,65,1,1,9,31481.77034,1,12,2,1,52,57,3,1,2,4,1
8521,1977,43,2,1,9,94629.01209,3,12,3,1,69,46.6,4,2,2,4,1
8524,1977,47,1,0,9,64519.25909,1,8,2,1,38,28.4,3,3,2,4,2
8528,1977,44,2,0,9,31481.77034,1,8,2,1,33,29.9,2,2,1,4,3
8529,1977,60,2,0,9,25850.18451,2,11,2,1,25,12.6,3,1,2,4,1
8530,1977,57,1,3,9,11383.72549,1,17,3,1,74,84.5,2,2,2,3,3
8532,1977,23,1,1,9,51700.36902,1,13,3,1,38,43,3,2,2,4,1
8535,1977,40,2,1,9,77602.21945,3,12,2,1,64,84.2,2,3,2,3,2
8536,1977,40,2,1,9,64519.25909,3,12,2,1,47,38.8,3,2,1,4,3
8537,1977,52,1,1,9,77602.21945,1,15,3,1,43,61.2,3,1,2,3,1
8539,1977,37,1,1,2,97403.02446,1,12,3,1,50,68.6,4,2,2,4,1
8542,1977,20,1,1,2,28926.57783,5,12,2,1,27,12.7,2,3,2,3,2
8545,1977,50,2,3,2,86948.52459,3,16,4,1,46,52,4,3,1,4,2
8547,1977,22,2,1,2,18445.70435,5,12,3,1,31,48.8,3,2,1,4,3
8549,1977,24,1,1,2,86948.52459,5,13,3,1,31,39.7,4,2,1,4,1
8550,1977,46,2,1,2,34206.57498,4,12,2,1,48,24.2,2,2,2,4,3
8552,1977,42,2,1,2,47504.15024,1,12,3,1,32,13.2,3,1,2,4,2
8554,1977,25,1,1,2,71303.69786,1,12,2,1,46,39.9,3,3,1,4,1
8555,1977,42,2,1,2,47504.15024,1,12,3,1,47,38.8,4,1,2,4,1
8559,1977,29,1,1,2,47504.15024,5,12,2,1,24,20.7,2,2,1,3,3
8562,1977,31,2,1,2,10459.77459,1,12,2,1,35,31.6,3,2,2,4,2
8567,1977,63,2,0,2,39597.34131,1,9,2,1,36,35.3,3,2,2,4,3
8571,1977,48,1,3,2,189689.5682,4,16,3,1,70,83.8,4,1,2,4,3
8572,1977,25,2,3,2,59282.60543,5,17,2,1,64,82.5,3,1,2,4,3
8575,1977,62,1,1,2,97403.02446,1,12,3,1,49,46,3,2,2,4,3
8576,1977,49,2,1,2,71303.69786,5,12,2,1,17,45.3,3,3,2,4,3
8577,1977,48,2,1,2,34206.57498,1,14,2,1,36,34.6,3,3,1,4,3
8582,1977,25,2,3,3,2169.639844,1,16,3,1,61,80.9,4,1,1,4,2
8583,1977,58,1,1,3,82406.3207,1,15,2,1,38,42.8,3,2,2,4,2
8584,1977,34,1,0,3,67578.78204,1,11,2,1,42,31,4,1,1,4,1
8587,1977,35,2,1,3,2169.639844,3,15,3,1,32,26.9,1,3,1,3,2
8590,1977,21,2,1,3,2169.639844,1,12,2,1,38,43,2,2,1,4,3
8591,1977,28,1,4,3,56185.67328,1,18,3,1,74,84.5,3,2,2,4,2
8596,1977,23,1,1,3,82406.3207,3,12,3,1,40,38.3,3,1,2,4,2
8597,1977,34,1,1,3,45022.52634,5,12,3,1,53,69.3,1,3,2,4,1
8600,1977,62,2,1,2,28926.57783,1,12,2,1,47,65.3,3,2,1,3,3
8601,1977,54,1,1,3,56185.67328,2,12,2,1,39,38.1,2,2,2,4,3
8602,1977,30,1,1,3,92314.67593,1,13,2,1,45,31.2,3,2,2,4,1
8603,1977,41,2,1,3,27415.44908,1,14,3,1,45,38.3,3,2,1,4,3
8606,1977,70,1,0,3,45022.52634,5,8,3,1,46,39.9,3,2,2,4,2
8610,1977,48,1,0,3,529317.1343,1,10,2,1,32,26.2,4,1,2,3,3
8617,1977,20,1,1,5,46939.4314,5,12,2,1,49,45.4,3,3,1,3,2
8619,1977,54,1,1,5,85914.89975,1,12,2,1,40,42.2,2,2,1,4,2
8623,1977,51,1,0,5,46939.4314,1,10,3,1,50,46.5,4,1,2,4,2
8626,1977,61,1,1,5,58577.86692,1,12,3,1,64,82.5,3,1,2,4,1
8633,1977,19,1,1,2,2289.229536,5,12,3,1,25,23.8,3,3,1,3,2
8634,1977,54,1,0,5,70456.05526,5,9,1,1,35,32,2,2,2,1,1
8635,1977,34,1,1,5,85914.89975,1,12,2,1,35,32,3,3,2,3,1
8636,1977,41,1,0,5,39126.61687,1,11,4,1,40,42.2,3,1,2,4,1
8641,1977,22,1,2,5,10335.4311,5,14,3,1,44,43.8,3,2,1,1,1
8644,1977,58,2,1,2,39597.34131,2,12,2,1,64,84.2,2,2,2,4,2
8646,1977,37,1,4,5,58577.86692,1,19,3,1,66,62.6,3,3,2,4,3
8648,1977,51,2,0,5,18226.42589,1,8,2,1,32,13.2,3,1,2,4,3
8650,1977,28,2,0,5,18226.42589,1,9,2,1,32,13.2,3,2,2,3,2
8654,1977,42,1,3,5,123785.4204,1,16,2,1,47,57.8,4,2,2,4,2
8655,1977,36,1,3,1,125274.6578,1,17,3,1,58,67.7,2,2,2,4,1
8656,1977,20,2,1,2,18445.70435,5,12,3,1,24,14.6,3,1,1,4,2
8657,1977,63,1,0,5,46939.4314,1,9,3,1,28,18.8,3,2,2,4,3
8662,1977,21,2,1,5,23469.7157,1,12,3,1,35,23.7,2,3,1,4,3
8667,1977,20,2,1,2,18445.70435,5,13,3,1,31,19.6,3,1,2,3,1
8678,1977,27,1,3,2,71303.69786,5,18,3,1,61,80.9,4,1,1,4,2
8679,1977,27,2,1,5,18226.42589,1,12,2,1,37,35.1,3,3,1,3,3
8681,1977,49,1,0,5,33799.93478,2,9,2,1,30,37.3,3,2,2,3,3
8684,1977,24,2,1,5,10335.4311,1,13,2,1,48,36.9,3,3,1,3,2
8686,1977,33,1,4,5,28582.70506,5,20,3,2,59,75.5,4,1,2,4,1
8687,1977,58,2,1,5,33799.93478,3,11,2,1,17,45.3,2,3,2,4,1
8692,1977,63,1,0,5,33799.93478,1,8,2,1,35,24,3,2,2,4,1
8694,1977,53,1,0,5,18226.42589,4,5,1,1,27,14,2,2,1,2,2
8700,1977,41,1,1,2,71303.69786,5,12,2,1,25,23.3,3,3,2,4,3
8702,1977,50,2,0,9,20075.08222,1,10,2,1,25,12.6,2,2,2,3,1
8703,1977,48,2,0,9,43095.12216,3,7,2,1,31,19.6,3,1,2,3,1
8706,1977,19,2,0,9,2491.44572,5,11,2,1,20,10.6,2,2,1,4,3
8708,1977,20,1,1,9,31481.77034,1,13,3,1,62,50.4,2,2,1,4,1
8709,1977,30,2,1,9,77602.21945,4,12,2,1,45,59.8,3,2,1,4,3
8713,1977,29,1,1,9,51700.36902,5,12,2,1,35,32,2,2,1,4,3
8715,1977,23,2,1,9,2491.44572,1,13,2,1,35,21.8,2,1,1,3,1
8716,1977,42,1,2,9,206445.5553,1,15,3,1,49,56.9,4,1,2,4,1
8720,1977,20,2,1,3,2169.639844,5,12,2,1,22,14.8,4,1,1,4,3
8723,1977,28,2,1,3,22511.26317,5,15,2,1,48,26.1,3,2,2,3,1
8725,1977,29,1,1,3,45022.52634,1,12,2,1,38,28.4,2,1,1,4,3
8727,1977,57,2,0,3,45022.52634,3,10,2,1,32,25.7,3,2,2,4,3
8731,1977,61,2,1,3,45022.52634,1,11,2,1,28,20.8,3,1,2,4,2
8734,1977,44,1,0,3,9913.354401,1,6,2,1,29,20,1,3,2,2,3
8735,1977,52,1,0,3,45022.52634,1,8,2,1,44,28.7,3,2,1,3,1
8739,1977,19,1,1,3,32419.6184,5,12,3,1,25,23.8,3,2,1,4,2
8740,1977,61,2,3,3,67578.78204,2,16,2,1,61,80.9,3,1,2,4,3
8741,1977,62,2,0,3,32419.6184,2,8,2,1,25,12.6,3,1,2,3,3
8743,1977,58,1,1,3,45022.52634,1,12,2,1,44,28.7,3,2,1,4,1
8746,1977,62,1,4,3,82406.3207,2,16,3,1,59,75.5,2,1,2,4,3
8748,1977,40,2,1,3,32419.6184,1,10,2,1,40,33.4,2,2,1,4,3
8751,1977,53,1,1,4,529317.1343,1,12,4,1,46,39.9,4,2,2,4,3
8752,1977,61,2,3,4,45022.52634,1,16,3,1,61,80.9,3,1,2,3,3
8753,1977,64,1,0,4,106232.3656,1,8,2,1,46,39.9,3,1,2,4,3
8757,1977,34,1,1,4,56185.67328,5,12,3,1,60,76.3,2,2,1,4,1
8761,1977,44,2,1,4,27415.44908,3,12,2,1,45,38.3,2,2,1,3,3
8764,1977,43,1,1,4,56185.67328,1,12,2,1,45,58.4,2,1,2,3,3
8767,1977,33,1,2,2,71303.69786,1,15,2,1,40,49.4,2,2,2,1,3
8771,1977,39,1,1,5,85914.89975,1,12,3,1,40,42.2,3,1,2,1,3
8774,1977,24,1,1,5,46939.4314,5,12,3,1,28,25.2,4,2,1,1,2
8782,1977,53,1,1,5,70456.05526,1,15,2,1,42,37,3,1,2,3,3
8784,1977,41,1,1,7,70456.05526,1,9,2,1,49,45.4,4,2,2,1,2
8786,1977,23,2,1,5,39126.61687,1,13,2,1,69,46.6,3,2,2,4,2
8792,1977,48,1,0,5,39126.61687,1,4,2,1,32,24.1,2,1,1,4,1
8796,1977,36,2,3,5,46939.4314,1,16,3,1,64,82.5,3,1,2,4,3
8798,1977,25,1,1,5,39126.61687,1,12,3,1,34,31.6,3,2,2,4,2
8801,1977,52,1,1,6,123785.4204,1,8,3,1,49,45.4,3,2,2,4,3
8803,1977,47,2,1,6,39126.61687,1,12,3,1,69,46.6,3,2,1,4,1
8806,1977,25,2,3,6,46939.4314,1,16,3,1,54,62.9,3,1,2,3,2
8812,1977,20,2,1,6,10335.4311,5,13,3,1,48,24.2,3,2,1,4,2
8813,1977,40,2,1,1,2289.229536,1,12,3,1,35,21.8,3,2,2,4,1
8814,1977,54,2,1,1,28926.57783,1,12,2,1,38,43,3,2,2,3,3
8817,1977,47,1,1,1,47504.15024,1,14,2,1,50,57.4,2,3,1,2,3
8818,1977,46,1,0,1,189689.5682,1,11,3,1,35,32,3,2,2,4,3
8819,1977,61,1,1,1,47504.15024,2,12,2,1,24,20.7,2,3,2,4,3
8822,1977,27,1,4,2,59282.60543,5,18,3,1,64,82.5,2,3,1,1,3
8824,1977,55,2,1,1,23752.07512,3,12,3,1,28,21.6,3,2,2,4,3
8826,1977,22,1,0,1,34206.57498,1,12,2,1,28,25.2,2,2,2,4,1
8827,1977,29,1,1,1,71303.69786,5,12,2,1,35,42.2,4,2,1,4,3
8828,1977,56,1,1,1,86948.52459,1,12,3,1,39,38.1,3,2,2,4,3
8834,1977,31,2,3,1,86948.52459,1,17,3,2,61,60.5,4,1,2,4,2
8838,1977,40,2,3,1,39597.34131,1,16,4,1,64,91.9,4,2,2,4,3
8839,1977,50,2,1,1,10459.77459,4,15,3,1,49,56.9,3,2,2,4,2
8840,1977,19,1,0,1,2289.229536,5,12,3,1,24,21,4,1,2,3,3
8841,1977,46,1,3,1,189689.5682,1,16,3,1,58,71,4,2,2,2,3
8843,1977,46,2,0,2,28926.57783,1,10,2,1,33,13.6,3,1,2,4,3
8844,1977,47,2,3,2,47504.15024,3,16,2,2,47,38.8,3,2,2,4,2
8847,1977,58,1,1,2,71303.69786,1,12,3,1,45,38.3,4,1,2,3,2
8849,1977,68,1,0,2,59282.60543,1,11,2,1,45,38.3,3,2,2,4,3
8857,1977,69,2,0,2,10459.77459,4,5,2,2,25,12.6,2,3,2,4,3
8859,1977,57,1,0,2,71303.69786,1,3,3,2,45,31.2,3,2,2,4,3
8861,1977,57,2,4,2,59282.60543,1,17,2,1,59,75.5,2,3,2,4,3
8865,1977,34,2,1,2,34206.57498,1,15,2,2,32,35.8,3,3,1,3,3
8866,1977,23,1,0,2,47504.15024,1,10,2,1,35,32,3,2,2,4,3
8868,1977,55,1,1,2,86948.52459,1,12,3,1,40,49.4,4,1,2,3,3
8871,1977,25,1,3,2,47504.15024,1,16,2,1,64,82.5,3,2,1,4,3
8874,1977,57,2,0,2,28926.57783,4,12,2,2,25,12.6,2,3,2,4,1
8877,1977,47,2,1,2,71303.69786,1,12,3,1,46,61.4,4,2,2,4,3
8878,1977,20,1,1,2,28926.57783,5,12,3,1,27,19.7,3,1,2,3,3
8881,1977,30,2,1,2,18445.70435,1,12,3,1,32,13.2,3,2,2,4,1
8882,1977,19,1,0,2,28926.57783,1,11,3,1,34,20.3,3,2,1,3,2
8883,1977,27,2,4,2,59282.60543,1,18,2,1,64,82.5,4,3,1,4,3
8886,1977,56,2,1,2,59282.60543,1,12,2,1,44,43.8,4,1,2,4,3
8888,1977,23,1,2,2,34206.57498,5,14,3,1,34,34.7,2,2,2,4,2
8897,1977,52,2,1,2,23752.07512,1,12,2,1,36,24.6,2,2,2,4,1
8898,1977,39,1,1,2,112087.8517,1,12,2,1,33,46.6,3,2,2,4,1
8900,1977,51,2,1,2,47504.15024,1,12,3,1,39,41,4,1,2,4,1
8903,1977,61,1,0,2,39597.34131,1,9,2,1,45,31.2,1,3,2,3,1
8904,1977,48,2,1,2,2289.229536,1,12,2,1,45,38.3,3,1,2,3,3
8909,1977,76,2,0,2,10459.77459,5,8,2,1,38,25.7,2,2,1,4,2
8910,1977,53,2,2,2,39597.34131,1,14,4,1,46,74.6,4,2,2,4,2
8911,1977,26,2,1,2,71303.69786,4,14,2,1,45,58.4,3,3,1,4,3
8914,1977,36,1,4,2,71303.69786,5,16,3,1,74,84.5,3,2,1,3,3
8921,1977,64,1,0,2,71303.69786,1,8,3,1,35,24,2,3,2,4,3
8924,1977,36,1,0,2,59282.60543,1,10,2,1,22,17.5,3,1,2,4,3
8926,1977,29,1,1,2,47504.15024,3,9,2,1,38,28.4,1,3,1,4,3
8927,1977,58,1,1,2,97403.02446,1,12,2,1,35,24,3,1,2,3,1
8930,1977,35,1,0,2,86948.52459,1,10,2,1,35,32,3,1,2,1,1
8933,1977,32,1,4,2,86948.52459,1,18,3,1,61,80.9,4,2,2,4,2
8936,1977,59,1,4,2,558492.886,1,18,4,1,72,92.1,4,1,2,4,1
8943,1977,23,1,0,2,59282.60543,5,11,2,1,24,20.7,3,1,1,4,3
8945,1977,35,1,3,2,47504.15024,1,16,2,2,66,62.6,3,1,2,4,1
8948,1977,29,1,1,2,59282.60543,1,14,2,1,35,32,4,1,1,4,1
8951,1977,20,1,1,2,10459.77459,5,14,3,1,25,23.3,3,2,2,4,3
8954,1977,49,1,0,2,59282.60543,1,5,2,1,47,50,2,1,2,4,3
8958,1977,32,1,2,3,106232.3656,3,14,4,1,47,50,5,1,2,4,2
8959,1977,30,2,4,3,92314.67593,1,18,3,1,61,80.9,3,2,2,4,3
